"STAY CONNECTEDEMAIL LORETTASUBSCRIBEDear Friend &ndash;Our veterans have made tremendous sacrifices in order to serve our country, yet many face chronic homelessness.",negative,-0.836656
I'd like to share an article with you that appeared in this month's Apartment Association of Orange County's magazine about just how important finding housing is for veterans.,positive,0.31699
I hope you'll read it and help spread awareness about this important issue.,positive,0.65758
"----Property owners and managers are needed to house OC veteransBy Karen Roper, Director of the Orange County Housing and Community Services Department and Executive Director of OC's Commission to End HomelessnessThere are at least 446 veterans who are homeless on any given night in Orange County according to the 2013 Orange County &ldquo;Point in Time Homeless Count&rdquo;.",negative,-0.462096
"In addition, to this number, there are more than 2,000 veterans with incomes below 50% of the County's median income applied on the Orange County Housing Authority waiting list for housing assistance during a two-week period in February 2012.",neutral,None
"This demonstrates the immediate needs of local veterans for basic shelter and for long term decent, safe and affordable housing.",positive,0.901603
The 2013 Annual Homeless Assessment Report (AHAR) to Congress stated that many homeless veterans need supportive services and case management to successfully transition from homelessness to permanent housing.,negative,-0.668218
"In addition, these veterans typically do not have the financial resources to pay rent.",neutral,None
"They may also face barriers such as poor credit, prior evictions or lack of funds for a security deposit or other move-in expenses.",negative,-0.89006
"To help address the needs of homeless veterans, the Orange County Housing Authority (OCHA) has applied for and received HUD Veterans Affairs Supportive Housing (VASH) vouchers.",neutral,None
These Vouchers are reserved exclusively for homeless U.S.,negative,-0.200875
Veterans receiving services from the Veterans Affairs (VA) Medical Center in Long Beach.,negative,-0.502355
"VASH veterans receive extensive case management from the VA and also receive support from the Orange County Veterans Service Office, in combination with housing assistance provided by OCHA.",positive,0.343701
This collaboration has proven successful in housing over 400 VASH veterans since the first allocation of 70 VASH Vouchers was awarded in 2009.,neutral,None
OCHA recently received its 6 thannual VASH Voucher award and can now assist up to a total of 580 homeless veterans.,negative,-0.354398
Approximately 70% of the currently assisted VASH veterans are single persons and the remaining 30% are families.,neutral,None
Veterans who receive a VASH Voucher are able to shop for a rental unit of their choice and pay approximately 30% of their household income for their share of rent.,negative,-0.214778
OCHA pays the balance of rent directly to participating property owners and managers.,positive,0.683696
"In addition to providing monthly housing assistance payments, OCHA has also secured other funding to help eligible VASH veterans with move-in costs such as security deposits.",positive,0.753186
"In addition to VASH veterans, OCHA is also issuing regular Housing Choice Vouchers to other Veterans who received priority placement on the Housing Choice Voucher Program waiting list.",neutral,None
"As a result, there are a record number of veterans with Housing Vouchers currently seeking rentals at this time and OCHA is reaching out to rental property owners and managers who can help our veterans find housing in Orange County.",neutral,None
Those who are interested can list available rental units at no cost on OCHA's referral listings by calling: 714/480-2866 or visiting OCHA's website atOChousing.org .,neutral,None
"In addition to the OCHA programs, the VA has a program called Supportive Services for Veteran Families (SSVF) which is administered by various service providers in Orange County.",positive,0.317209
"SSVF is a housing-stability program, primarily designed to help homeless Veterans and their households.",neutral,None
Services may include payment of the move-in deposit and for non-VASH Veterans or payment of their rent for a short period of time.,neutral,None
"Additionally, for Veteran households who are behind in their rent, SSVF can, in some cases assist Veterans with their arrears.",negative,-0.447783
"For more information on SSVF, contact Phil Bowers at: 714/615-2279.",neutral,None
"-----Very truly yours,Loretta SanchezMember of CongressOFFICE LOCATIONSWASHINGTON DC OFFICE1211 Longworth HOBWashington DC 20515Phone: (202) 225-2965Fax: (202) 225-1859DISTRICT OFFICE12397 Lewis Street, Suite 101Garden Grove, CA 92840Phone: (714) 621-0102Fax: (714) 621-0401Privacy Policy|Unsubscribe",negative,-0.337822
