"Web Site|About Tom|Issues|Serving You|Media|ContactDear Neighbor,We're back in Washington, working on the real issues facing the American people during the &ldquo;lame duck&rdquo; session of Congress.",negative,-0.651843
We'll begin our third full term in January representing the people of Western New York and the Finger Lakes.,neutral,None
"People want change, and we hope that the President, and the House and Senate Democrats will be able to work together with the GOP Congress to find common ground on the issues we face.",negative,-0.739884
"There's an opportunity to do something historic here and we went to Washington to do big things, to solve America's problems.",neutral,None
"Our top priorities this session is getting the bipartisan Revitalization and Manufacturing Innovation Act (RAMI) signed into law by the President, ensuring the House passes a clean, bipartisan continuing resolution, and passing bipartisan immigration reform legislation.",positive,0.459842
What would you like to see accomplished before the New Year?,positive,0.721737
Let us know by visiting ourwebsiteor visit ourFacebookandTwitterpages to continue the conversation.,neutral,None
"HOUSE PASSES BILL TO APPROVE KEYSTONE PIPELINEToday wevotedin support of H.R 5682, a bill that will require the executive branch to approve the Keystone XL Pipeline through the central U.S.",positive,0.740653
"The House of Representatives took another step forward on a critical infrastructure project that will create over 42,000 fair jobs, that American consumers and workers will benefit from, lower energy costs and provide reliable and affordable North American energy.",positive,0.939031
NY STATE SET TO AID COMMUNITIES HIT BY FLOODSWe're thrilled to see that our local communities will get the fairfunding and resources they need to rebuild in the wake of devastatingfloods.,positive,0.578204
New York State will minimize the financial impact on local taxpayers by alleviating local governments of their entire required share of FEMA Public Assistance Program for counties affected by floods earlier this year.,neutral,None
"Directly following the flooding, ReedcontactedGovernor Cuomo's office to encourage the Governor to apply for federal assistance if the state is unable to respond effectively on its own.",neutral,None
Reed visited the areas hit hardest by flooding including the Village of Penn Yan in Yates County and Camp Good Days in Branchport to see the damage firsthand.,negative,-0.757556
P.S - we visited local Veterans Days events across throughout the district.,neutral,None
Speaking at a Veterans Day ceremony in Fredonia.,neutral,None
Speaking a Veterans ceremony in Corning.,neutral,None
"Best, TomOFFICE LOCATIONSWashington, DC1504 Longworth HOBWashington, DC 20515(202) 225-3161Corning89 W. Market StCorning, NY 14830(607) 654-7566OleanOne Bluebird SquareOlean, NY 14760(716)379-8434Geneva433 Exchange StGeneva, NY 14456(315)759-5229Jamestown2 East 2nd St Suite 300Jamestown, NY 14701(716) 708-6369Ithaca401 E. State St.",neutral,None
"Suite 304-1Ithaca, NY 14850(607) 222-2027Privacy PolicyUnsubscribe",neutral,None
