"Web Site|About Tom|Issues|Serving You|Media|ContactDear Neighbor,We wereon campusat Keuka College this week for a great talk with student-athletes about something very close to me: preventing sexual assault.",negative,-0.306776
"Students asked about NO MORE, a sexual assault awareness organization we'reinvolvedin, how students can get involved on campus to raise awareness and what legislation is pending in Congress now to make campuses safer.",negative,-0.202276
"Earlier this month, we announced our co-sponsorship of theCampus Accountability and Safety Act , which will set a number of new provisions in motion to make sure colleges and universities are responsive to the needs of students.",positive,0.411095
"The more students who use their voice to increase awareness and talk about sexual assault prevention, the safer all college campuses will be.",neutral,None
Speaking with student-athletes and mentors about sexual assault awareness on college campuses at a recent trip to Keuka College.,neutral,None
"PROMOTING QUALITY HOSPICE CARE IN ITHACAPictured here with Kathy McMahon, President &amp; CEO of the Hospice and Palliative Care Association of NYS; Mary Ann Starbuck, Exec.",positive,0.658881
Dir.,neutral,None
"of CareFirst of Corning; &amp; Dale Johnson, Exec.",neutral,None
Dir.,neutral,None
of Hospicare &amp; Palliative Care Services of Tompkins County.,positive,0.263175
We recentlyvisitedthe Hospicare &amp; Palliative Care Services of Tompkins County to talk with caregivers about ways to improve and promote hospice care.,positive,0.843273
"After a tour of the facility and a chance to meet with employees and hospice providers from the area,we announcedour bipartisanHOSPICE Act , which will strengthen and improve access to quality hospice care.",positive,0.862247
We are committed to putting the fair accountability and transparency measures in our bill in place &ndash; so that families in rural areas like our own have access to the hospice care of their choice.,positive,0.817831
SALAMANCA TOWN HALLListening to constituent questions and concerns at a town hall over the weekend in Salamanca.,neutral,None
We've held over 140 town halls in all eleven counties of New York's 23rd district.,neutral,None
"This past weekend, we spent time with Southern Tier residents and listened to their thoughts and take what they have to say to Washington.",positive,0.252952
These face-to-face conversations are essential to making sure our area is heard and represented.,positive,0.543341
"The more participation, the better.",positive,0.361137
"If you were unable to attend, please share your thoughts with us through ourwebsiteorFacebook .",negative,-0.547374
"SOIL AND WATER FIELD DAYWith agriculture being the backbone of our economy, agricultural pursuits across our district are a way of life.",positive,0.254377
"This week, we attended a soil and water field day in Chautauqua County hosted by the county Soil and Water Conservation District, to discuss soil and water quality improvement projects.",positive,0.505062
It's great to see these projects firsthand.,positive,0.877978
"By respecting and promoting that, there's a way to find balance between agricultural activity plus protecting the watershed and waterways.",positive,0.824403
HONORING THE MEMORY OF A LOCAL HEROMeeting with local attendees at Louis Zamperini's dedication ceremony.,positive,0.62171
This past weekend we helped unveil a monument in honor of Olean native Louis Zamperini.,positive,0.564751
Mr.,neutral,None
Zamperini was the true definition of an American hero.,positive,0.491689
"His biggest successes came after his hardest challenges in life, such as post-traumatic stress disorder and alcoholism.",negative,-0.905394
He took back the lessons of that experience and lived his life in an even greater way.,positive,0.257242
"CARING FOR VICTIMS OF NATURAL DISASTERSWith Kate Ring, Executive Director of the Arc of Yates, viewing flood damage and talking with Arc volunteers about the community-wide effort to recover and rebuild.",positive,0.524841
"This week we toured the Arc of Yates in Penn Yan, which was hit particularly hard by flooding in May, causing over one million dollars in damages.",negative,-0.738912
"We introduced our bipartisanNational Disaster Relief Tax Act , a bill to provide tax relief to communities devastated in presidentially-declared disasters in recent years.",negative,-0.775948
"The bill helps businesses, homeowners and farmers with the rebuilding process.",positive,0.75959
The local community is pulling together to keep programs moving forward and the Arc is doing an incredible job utilizing every resource and inch of space to care for our neighbors who depend on the Arc's services.,positive,0.92334
WHAT'S NEXT?,neutral,None
"Yesterday we visited the Onseyawa Rotary Camp, toured the Women's Hall of Fame, and today we'll be meeting with the Seneca Nation Council.",neutral,None
"P.S - On our way back from the ARC in Yates County, we stopped by Seneca Farms for a quick break.",neutral,None
"P.P.S - After a full day in the Finger Lakes, we stopped by the Geneva office to take care of your questions and concerns.",neutral,None
"Best,TomOFFICE LOCATIONSWashington, DC1504 Longworth HOBWashington, DC 20515(202) 225-3161Corning89 W. Market StCorning, NY 14830(607) 654-7566OleanOne Bluebird SquareOlean, NY 14760(716)379-8434Geneva433 Exchange StGeneva, NY 14456(315)759-5229Jamestown2 East 2nd St Suite 300Jamestown, NY 14701(716) 708-6369Ithaca401 E. State St.",neutral,None
"Suite 304-1Ithaca, NY 14850(607) 222-2027Privacy PolicyUnsubscribe",neutral,None
