"STAY CONNECTEDEMAIL LORETTASUBSCRIBEDear Friend &ndash;Every year, I have the honor of recognizing home-grown talent through the annual Congressional Art Competition, which is open to all high school students in the 46 thCongressional District.",neutral,None
The winning artwork will be displayed in the U.S.,neutral,None
"Capitol for one year and I will honor the winning artist at award ceremonies in both California's 46th District and in Washington, D.C.",positive,0.394424
The exhibit in Washington will also include artwork from other contest winners from around the nation.,neutral,None
"Final artwork is due on April 15, 2015 at 5 p.m.",neutral,None
"at my District Office at 12397 Lewis Street, Ste.",neutral,None
"101, Garden Grove, CA 92840 (no late entries accepted!).",neutral,None
"For more details, please visit www.lorettasanchez.house.gov/ArtCompetition or contact Beatriz Mendoza at (714) 621-0102 or beatriz.mendoza@mail.house.gov.",neutral,None
I can't wait to see what beautiful artwork comes out of the 46 thDistrict this year!,positive,0.607838
"Very truly yours,Loretta SanchezMember of CongressOFFICE LOCATIONSWASHINGTON DC OFFICE1211 Longworth HOBWashington DC 20515Phone: (202) 225-2965Fax: (202) 225-1859DISTRICT OFFICE12397 Lewis Street, Suite 101Garden Grove, CA 92840Phone: (714) 621-0102Fax: (714) 621-0401Privacy Policy|Unsubscribe",negative,-0.347623
