"Dear Friend,Later this month, the Affordable Care Act will celebrate its fifth anniversary.",positive,0.766097
"In anticipation of this milestone, the Department of Health and Human Services released new figures outlining the ACA's success since it was first enacted in 2010.",positive,0.700362
"According to the data, 16.4 million previously uninsured people are now insured under the Affordable Care Act.",positive,0.482432
The uninsured rate is even lower in states that have expanded Medicaid coverage compared to those that have not.,negative,-0.713095
Today's news shows that the Affordable Care Act is working for American and Hoosier families and that businesses and taxpayers are living better because of it.,positive,0.84614
If you or your family has any questions regarding the Affordable Health Care Act please feel free to contact my office at (317) 927-4212.,positive,0.778316
"INSIDE SCOOP: Helping Hoosiers Over the years, my office has become the &ldquo;go-to&rdquo; location for Hoosiers who need help navigating the federal bureaucracy.",positive,0.48819
"Recently, Tammie called my office needing help with a debt issue she was experiencing with the Department of Treasury.",neutral,None
My office determined that a portion of her refund was being withheld because of laws that are no longer on the books.,negative,-0.321867
"Within days of coming to my office, Tammie was granted a reimbursement in the amount of $1,175.",positive,0.204505
Tammie said if it was not for my office she would not have known that a reimbursement was possible.,neutral,None
More Office Hours Coming Soon My staff and I are here to serve you.,positive,0.434499
"If you are having an issue with a federal agency, from backlogged veterans' benefits, Social Security and Medicare issues, to stalled passports, we may be able to help.",neutral,None
"This year, my staff will be making several visits in and around your neighborhood through our community office hours program.",positive,0.706363
Details for this month are listed below.,positive,0.229404
"What:Office of Congressman CarsonCommunity Office Hours Where:Office of Lawrence Township Trustee 4455 McCoy Street, Suite 100Indianapolis, IN 46226 When:Wednesday, March 25, 201510:00 a.m.- NoonNow you can follow my updates on:UnsubscribePrivacy PolicyWashington Office2453 Rayburn HOBWashington, D.C.",neutral,None
20515-1407Phone: 202-225-4011Fax: 202-225-5633District Office300 E Fall Creek Pkwy N Dr.,neutral,None
"Suite 300Indianapolis, IN 46205-4258Phone: 317-283-6516Fax: 317-283-6567Are You Uninsured?",negative,-0.498458
#GetCovered!,neutral,None
