Web Site|About Tom|Issues|Serving You|Media|ContactSecuring Senior Care through Bipartisan Medicare ReformsRecently the House took a solid step toward ensuring seniors access to care.,positive,0.78468
"I am proud that both parties were able to come together and pass common-sense Medicare reform that secures access to the 117,143 seniors age 65 and older in the Southern Tier and Finger Lakes.",positive,0.813989
"With my Rural Hospitals Access Act as a component of this bill, seniors can rest assure that funding is secured for Medicare Dependent and Low-Volume hospitals.",positive,0.319654
This is a big step toward protecting rural resident's access to care.,positive,0.7749
"Washington came together for our seniors, and I am proud to have been a leader in passing these bipartisan Medicare reforms.",positive,0.784451
Reed highlights Dems Fractures on FrackingRecently I spotlighted how the Obama Administration and the Cuomo Administration were at odds over natural gas development.,negative,-0.63534
I am calling on Gov.,negative,-0.225141
Cuomo to reverse his ill-conceived fracking ban that infringes on constitutionally protected property rights.,negative,-0.639424
If the Obama administration and even California Gov.,negative,-0.232701
"Jerry Brown can side with farmers and landowners, now is the time to undo such a damaging and job-killing policy.",negative,-0.64756
Recently I met with representatives from the Juvenile Diabetes Research Foundation to discuss type 1 diabetes.,negative,-0.306298
"I am impressed with recent developments to improve continuous monitoring systems, including a new app that sends blood glucose information directly to a user's smartphone.",positive,0.842768
These technological advances are an encouraging sign that we are getting closer to developing a cure for type 1 diabetes.,positive,0.427758
"Pictured: Laura Costik, Nicole Marlow-Jones, and Niels KnutsonSusan B. Anthony played a critical role in the women's suffrage movement.",neutral,None
"As a staunch advocate of social equality, she fought for women's rights and the abolition of slavery.",negative,-0.282317
"In 1872, Anthony was arrested for voting in Rochester.",neutral,None
This act of defiance rallied support for the women's suffrage movement and compelled passage of the 19th Amendment.,neutral,None
"OFFICE LOCATIONSWashington, DC 2437 Rayburn HOBWashington, DC 20515(202) 225-3161Corning89 W. Market StCorning, NY 14830(607) 654-7566OleanOne Bluebird SquareOlean, NY 14760(716)379-8434Geneva433 Exchange StGeneva, NY 14456(315)759-5229Jamestown2 East 2nd St Suite 300Jamestown, NY 14701(716) 708-6369Ithaca401 E. State St.",neutral,None
"Suite 304-1Ithaca, NY 14850(607) 222-2027Privacy PolicyUnsubscribe",neutral,None
