"Web Site|Meet Loretta|On the Issues|Helping You|Newsroom|Contact MeDear Friend &ndash;Today, President Obama proposed reforms to surveillance practices by the National Security Agency (NSA).",neutral,None
"Because of my experience on the House Armed Services and Homeland Security Committees, I know the very real and very dangerous threats our country faces.",negative,-0.800117
"However, I want you to know that I am unwilling to sacrifice the privacy rights and civil liberties of Americans for the excessive collection of personal data.",negative,-0.697891
I have voted against the PATRIOT Act and every subsequent reauthorization of the controversial Section 215.,negative,-0.429226
I am pleased the President wants to end the government's blanket collection of Americans' phone data and require intelligence agencies to obtain FISA court permission before retrieving it.,positive,0.249031
"However, his proposals today do not go far enough.",negative,-0.45227
There must be a limit to what type of data agencies can store and how long they may do so.,negative,-0.373848
"I previously proposed numerous reforms, including the need to add a Privacy Officer and an Officer for Civil Rights and Civil Liberties at the Department of Homeland Security to report on the privacy impacts of data sharing.",neutral,None
"These proposals were included in last year's Cyber Intelligence Sharing and Protection Act (CIPSA), which the passed through the House, but has stalled in the Senate.",negative,-0.40031
I look forward to staying in touch with you as I work with my colleagues to change our approach to data collection in the upcoming reauthorization of the PATRIOT Act's Section 215.,positive,0.428608
"If you'd like to share your opinions or ideas on this topic, I'd love for you toemail me .",positive,0.738811
"As always, I encourage you to contact one of my offices if you have questions or need assistance.",positive,0.727432
"Very truly yours,Loretta SanchezMember of CongressPrivacy Policy|Unsubscribe",positive,0.398956
