"April 22, 2014Dear Friend,I have an important update for you aboutMedicare .",positive,0.369314
"I've been listening to you, and I've been fighting the administration's proposed cuts to Medicare.",neutral,None
That's why I'm thrilled to share the news thatthe Medicare cuts have been prevented!,negative,-0.391015
I opposed these cuts becauseMedicare Advantagehelps seniors access high-quality healthcare &ndash; especially folks who suffer from chronic disease.,negative,-0.901542
"I joined colleagues on both sides of the aisle in this effort to ensure that seniors have stability in their benefits, access and options for Medicare Advantage.",positive,0.955915
I often say that bipartisanship is the way to get results.,positive,0.359385
And that's what happened when it came to protecting Medicare.,neutral,None
I know how important this program is to folks in our district &ndash; and that's whyI pledge to oppose and fight against any cuts to Medicare .,neutral,None
"As always, feel free to share this eNewsletter with friends and family who live in District One.",positive,0.859575
"Sincerely,Ann Kirkpatrick U.S.",None,None
"Representative, Arizona District OneP.S.",None,None
"If you prefer not to receive updates about Arizona District One,click here to unsubscribe .",neutral,None
"Around the districtEvery corner of our massive district has its own unique identity, strengths and challenges.",negative,-0.480489
"That's why I'm constantly on the road, because it's important for me to meet in person with our veterans, seniors, job creators and local leaders to hear what matters to them.",positive,0.573177
"Below are a few highlights from my recent visits toPima ,Pinal ,Graham andMaricopa counties :Public meeting with Graham &amp; Greenlee County veteransRep.",neutral,None
"Kirkpatrick held a public meeting inSolomonat the American Legion hall (as shown in photo), where she and local veterans discussed challenges in rural areas including access to health care and VA resources.",positive,0.536341
Read more in thisEastern Arizona Courier storyPinal-Gila Council Senior Foundation (Meals on Wheels)Rep.,neutral,None
Kirkpatrick talks withCasa Grande Mayor Bob Jackson(above left) just before the Meals on Wheels event.,neutral,None
Her remarks at the event highlighted the importance of senior care and nutrition across District One and how legislative efforts like the Farm Bill could help.,positive,0.765866
Grand opening of Securaplane facility in Pima CountyRep.,neutral,None
Kirkpatrick met with workers at the new Securaplane Technologies plant inOro Valleyon its grand opening day.,positive,0.283785
Company presidentShubhayu Chakraborty(above left in photo) gave her a tour and then she spoke to employees about the need for job creation and innovation in our district.,positive,0.354317
Securaplane currently has 182 employees and the facility is designed to employ up to 260 workers.,neutral,None
Read more in thisExplorer Newspaper storyRep.,neutral,None
"Kirkpatrick commended Securaplane employees (as shown in the photo) for their role in bringing more jobs to District One and helping build a diversified, stable economy: &ldquo;Innovation distinguishes between a leader and a follower,&rdquo; she said.",positive,0.905157
Kirkpatrick-Gosar Transportation and Infrastructure ForumAbout 40 Arizona officials and organizations attended the forumReps.,neutral,None
Kirkpatrick and Gosarhosted inMaricopa County .,neutral,None
"The event included updates about Interstate 11 progress, U.S.",positive,0.204071
"89 repairs, highway legislation, railways and infrastructure efforts throughout rural Arizona.",neutral,None
"Steve Bloch, who represents theLower Santa Cruz River Alliance , speaks to attendees about the flood-mitigation funding secured by Reps.",positive,0.528281
Kirkpatrick and Gosar to protectPinal County .,neutral,None
"###District OfficesIf you need assistance with a federal matter, please contact our nearest district office:Flagstaff:928-213-9977; 405 N. Beaver Street, Suite 6, Flagstaff 86001Casa Grande:520-316-0839; 211 N. Florence St., Suite 1, Casa Grande 85122Marana:520-382-2663; 11555 W. Civic Center Drive #104A, Marana 85653 Show Low:928-537-5657; 550 N.",neutral,None
"9 thPlace, Show Low 85901Globe:928-425-3231; 1400 East Ash, Globe 85501Stay Connected :Website:kirkpatrick.house.govFacebook:facebook.com/RepKirkpatrickTwitter:twitter.com/RepKirkpatrickYouTube:youtube.com/RepAnnKirkpatrickOFFICE LOCATIONSWashington, DC330 Cannon HOBWashington, DC 20515(202) 225-3361Flagstaff405 N Beaver Street, Suite 6Flagstaff, AZ 86001(928) 213-9977Casa Grande211 North Florence St., Suite 1Casa Grande, AZ 85122(520) 316-0839Globe1400 East AshGlobe, AZ 85501(928) 425-3231Marana11555 W. CivicCenter Drive #104AMarana, AZ 85653(520) 382-2663Show Low550 N 9th PlaceShow Low, AZ85901(928) 537-5657Privacy Policy|Unsubscribe",neutral,None
