"Dear Friend,Next week,Congress breaks for its annual summer recess period.",neutral,None
I will begina busy month of traveling around Indianapolis meeting withcommunity members and organizations committed to making our city a safe and enjoyable place to live.,positive,0.929569
I am looking forward to spending August visiting with hard working Hoosiers and sharing ideas about how we can work together to solve the issues we all face.,neutral,None
Stay tuned to mywebsiteand social media pages to learn more about what I am doing in your neighborhood in the coming weeks.,positive,0.533527
"In addition, I hope you will join me August 6, at Ivy Tech Corporate College and Culinary Center (2820N. Meridian St.)",positive,0.444312
for my5 thannual job fair .,positive,0.450023
"As always, if there is somethingI can do for you, please call my office and let me know how I can help.",positive,0.76019
"Sincerely,Andr&eacute; CarsonInside Scoop:Website Photo ContestThis week, I am inviting residents and visitors of the 7 thCongressional District to capture the beauty and uniqueness of Indianapolis by taking part in an online photo contest.",positive,0.790364
Winners will have their submitted photo featured on my website for the remainder of the year.,neutral,None
Entries must be sent toindyphoto@mail.house.govby6 p.m.,neutral,None
on August 1 .,positive,0.293983
"For more information, click here:http://carson.house.gov/media-center/press-releases/congressman-carson-announces-website-photo-contestICYMI: Recognizing a Local HeroLast week I had the privilege of calling 8-year-old J acen Troxell from my office in Washington, D.C., to thank him for his work in helping to keep our Indianapolis law enforcement officers safe.",positive,0.687404
"He has raised over $13,000 to help cover the cost of updating bulletproof vests for the Indianapolis Metro Police Department.",positive,0.359866
"Thank you, Jacen!",positive,0.785306
Keep up the good work!,positive,0.409277
"To watch the video, click here:https://www.facebook.com/photo.php?v=808823409136771&amp;set=vb.123884330964019&amp;type=2&amp;theaterVoting: Our Privilege and ResponsibilityOne of the greatest privileges of being an American citizen is the opportunity to voice your opinion through the electoral process.",positive,0.587387
"Below are important dates for Indiana voters:October 6, 2014 &ndash; Voter Registration EndsNovember 4, 2014 &ndash; General Election Day[if gte mso 9]>If you need assistance working with a federal agency, please contact our office at 317-283-6516 orclick hereto fill out the form on our website.",positive,0.708201
"<!EndFragmentNow you can follow my updates on:UnsubscribePrivacy PolicyWashington Office2453 Rayburn HOBWashington, D.C.",neutral,None
20515-1407Phone: 202-225-4011Fax: 202-225-5633District Office300 E Fall Creek Pkwy N Dr.,neutral,None
"Suite 300Indianapolis, IN 46205-4258Phone: 317-283-6516Fax: 317-283-6567Are You Uninsured?",negative,-0.498458
#GetCovered!,neutral,None
