"Dear Friend, This week I am back in Indianapolis, talking to Hoosiers about how we solve our nation's problems and make our country even stronger.",negative,-0.430577
"From Beech Grove to Lawrence, I will be meeting with various community members and organizations talking about how we can work together to make Indianapolis a safe, enjoyable and productive place to live.",positive,0.972751
Here are just a couple of events going on this week that I wanted to make sure you knew about.,negative,-0.431209
"On Wednesday, I will be touring Central State, a new 150 acre redevelopment project on the city's west-side.",positive,0.233501
"When complete, this $61 million development will consist of four projects that include apartments, a track and field space and a new school.",neutral,None
"Later in the week, I will be joining our local letter carriers as they prepare to stamp out hunger.",negative,-0.426583
"We will be preparing for the state's largest single-day food drive by asking Hoosiers to place non-perishable food items next to their mailboxes this Saturday, May 9, 2015.",neutral,None
"I look forward to keeping you updated on the work I'm doing for you in Washington, and I look forward to seeing you around the district.",positive,0.8747
"If there's anything I can do to help out, please don't hesitate to call on me.",negative,-0.322944
INSIDE SCOOP:FLAG REQUESTS The flag of the United States of America is the most visible symbol of our strength and values.,positive,0.596762
"I am pleased to inform you that at your request, my office is able to fly an American flag over the United States Capitol.",positive,0.655782
"To begin this process print, fill out, and mail this form to the address listed along with a check for the appropriate amount.",positive,0.834015
"Due to the high volume of flag requests the Capitol receives, flown flags can take 4-5 weeks to be returned to you.",neutral,None
UPCOMING OFFICE HOURSNeed help with a federal agency?,positive,0.378836
I'm bringing my office to you!,positive,0.418681
"May 27, 2015 Mary Rigg Neighborhood Center 1920 W. Morris St.",neutral,None
"Indianapolis, IN 46221 1-3 p.m.",neutral,None
"Now you can follow my updates on:UnsubscribePrivacy PolicyWashington Office2453 Rayburn HOBWashington, D.C.",neutral,None
20515-1407Phone: 202-225-4011Fax: 202-225-5633District Office300 E Fall Creek Pkwy N Dr.,neutral,None
"Suite 300Indianapolis, IN 46205-4258Phone: 317-283-6516Fax: 317-283-6567Are You Uninsured?",negative,-0.498458
#GetCovered!,neutral,None
