"Web Site|About Tom|Issues|Serving You|Media|ContactDear Neighbor,We're keeping a close eye on the flooding we've had recently in Yates, Cattaraugus and Chautauqua counties.",neutral,None
We were inPenn Yanlast weekencouraging the Governor to seek assistancefor the county so that it has the resources it needs.,neutral,None
We will continue to be in touch with officials in all of the affected counties as they tally the damage and start making repairs.,negative,-0.675818
We saw the flooding damage firsthand at Camp Good Days when we stopped to talk with Gary Mervis in between town halls on Saturday.,negative,-0.611316
The camp's grounds and cabins saw severe damage and it will be a long road of repairs ahead for the camp.,negative,-0.21843
We'll help Gary get the camp back up and running however we can.,positive,0.318074
"REED VOTES FOR WATER INFRASTRUCTURE UPGRADESInfrastructure, flood prevention and environmental restoration efforts are all supported in theWater Resources Reform and Development Act(WRRDA).",neutral,None
We voted in favor of the bill because its priorities are in line with those in our district &ndash; plus the bill contains absolutely no earmarks.,neutral,None
Caring for our waterways and infrastructure is a job shared by all.,positive,0.830655
REED INTRODUCES BILL TO RESTORE TAXPAYER DOLLARS WASTED ON ABANDONED OBAMACARE EXCHANGESOur newly-introducedState Exchange Accountability Actrequires states with failed Obamacare exchanges to reimburse the federal government for taxpayer dollars wasted on abandoned state exchanges.,negative,-0.857967
It's unfair for taxpayers to foot the bill for these failed exchanges &ndash; taxpayers deserve common sense and accountability.,negative,-0.88579
See what my colleagues are saying about the billhere .,neutral,None
REED TACKLES HUMAN TRAFFICKING ISSUEFive anti-human trafficking billswere passed in the House this week with my support.,positive,0.534877
Many think of human trafficking as a problem in other parts of the world but we know human trafficking is a serious issue in every state in the U.S.,negative,-0.445746
Many of the victims are children and need us to fight to protect and care for them.,negative,-0.705008
"These bills take proactive steps to prevent human trafficking, give law enforcement and prosecutors the tools they need and protect victims' rights.",negative,-0.67671
TOM REED VOTES TO HOLD VA MANAGERS ACCOUNTABLEGrowing allegations that VA hospitals are delaying care for our nation's veterans reinforces the need to restore accountability in the VA.,negative,-0.48082
The Department of Veterans Affairs Management Accountability Act gives the Secretary of the VA a greater ability to remove employees based on their performance.,neutral,None
It's only fair that those responsible for poor performance are held accountable &ndash; especially when they are supposed to be providing the best care possible to our veterans.,negative,-0.762926
Please join us over the weekend and Monday in remembering and honoring our fallen heroes.,negative,-0.387054
We owe them a debt of gratitude for the sacrifices they made for the freedoms we hold dear.,positive,0.278706
My family and I will be attending a number of Memorial Day events in the district and hope you can participate in a ceremony in your area to remember and honor those who have made the ultimate sacrifice.,positive,0.557197
TomP.S.,neutral,None
There's a lot happening on ourFacebook pagethis week &ndash; fromtown hall announcementsto bills passed this week to pictures from a3-mile race&ldquo;Team Reed&rdquo; participated in to help support the Fidelco Guide Dog Foundation.,positive,0.677723
Take a look!,positive,0.562023
"OFFICE LOCATIONSWashington, DC1504 Longworth HOBWashington, DC 20515(202) 225-3161Corning89 W. Market StCorning, NY 14830(607) 654-7566OleanOne Bluebird SquareOlean, NY 14760(716)379-8434Geneva433 Exchange StGeneva, NY 14456(315)759-5229Jamestown2 East 2nd St Suite 300Jamestown, NY 14701(716) 708-6369Ithaca401 E. State St.",neutral,None
"Suite 304-1Ithaca, NY 14850(607) 222-2027Privacy PolicyUnsubscribe",neutral,None
