"Web Site|About Tom|Issues|Serving You|Media|ContactDear Neighbor,My bipartisanRevitalize American Manufacturing and Innovation Act(RAMI) unanimouslypassedthe House Committee on Science, clearing the final hurdle before a vote in the full House of Representatives.",neutral,None
"Our goal with this bill has always been to revitalize Americanmanufacturing, which plays a key role in adding jobs and revitalizingour country's economy.",positive,0.389402
We introduced the bipartisan bill last August as a way to re-establish the United States as the global leader in manufacturing.,neutral,None
"It's time for an American manufacturing renaissance, and we'recommittedto making manufacturing a U.S.",neutral,None
power again.,neutral,None
It's time for this jobs bill.,neutral,None
"END TRAFFICKINGI was proud tocosponsorthe bipartisan, bicameralPreventing Sex Trafficking and Strengthening Families Actthat prevents child sex trafficking and gives children in foster care opportunities to live more normal lives.",negative,-0.447738
"It's about doing all that we can to protect our kids from exploitation, give kids in foster care more opportunities to participate in more activities, and increase the likelihood that they are placed in caring, permanent homes.",positive,0.361311
GREAT NEWS FOR VILLAGE OF WESTFIELDCongratulations to the Village of Westfield for receiving funds for much needed upgrades to the Chautauqua County village's waste-water treatment facility.,positive,0.510737
The federal grant for infrastructure improvements is critical to the public safety and health of the village.,positive,0.626671
"What's more, the project will create more than 140 jobs in the area, and take care of Chautauqua's vital grape industry.",positive,0.495134
Click hereto learn what folks in Chautauqua County are saying about the upgrades.,neutral,None
WHAT'S NEXT?,neutral,None
There are much-needed reforms that veterans and their families are counting on us to deliver so that they get the care they deserve &ndash; the best care possible.,positive,0.605246
"This week, the House and Senate will act on a bill to empower veterans with more flexibility to health care close to home and restore desperately-needed accountability to the VA.",positive,0.726793
Our veterans have defended us and now it's our turn to care for them in the best ways possible.,neutral,None
Visit ourwebsiteto read more about what we're doing to stand with our veterans.,positive,0.495265
Of course you can contactanyof ourdistrict officesor leave us a question or comment on our websiteReed.house.gov .,positive,0.322455
"Washington, DC Phone: (202) 225-3161Corning 89 W. Market Street Corning, NY 14830 Phone: (607) 654-7566Geneva 433 Exchange St Geneva, NY 14456 Phone: (315) 759-5229Ithaca 401 E. State St.",neutral,None
"Suite 304-1 Ithaca, NY 14850 Phone: (607) 222-2027Jamestown 2 East 2nd St.",negative,-0.2005
"Suite 300 Jamestown, NY 14701 Phone: (716) 708-6369Olean One Bluebird Square Olean, NY 14760 Phone: (716) 379-8434P.S.",neutral,None
"Look for me this August, back home in Corning and throughout our eleven counties; can't wait to see as many of you as possible!",positive,0.744176
"Best, TomOFFICE LOCATIONSWashington, DC1504 Longworth HOBWashington, DC 20515(202) 225-3161Corning89 W. Market StCorning, NY 14830(607) 654-7566OleanOne Bluebird SquareOlean, NY 14760(716)379-8434Geneva433 Exchange StGeneva, NY 14456(315)759-5229Jamestown2 East 2nd St Suite 300Jamestown, NY 14701(716) 708-6369Ithaca401 E. State St.",neutral,None
"Suite 304-1Ithaca, NY 14850(607) 222-2027Privacy PolicyUnsubscribe",neutral,None
