"Web Site|Meet Loretta|On the Issues|Helping You|Newsroom|Contact MeDear Friend &ndash;Fall seems like it goes in warp speed&hellip;the first day of school, Halloween, Thanksgiving, and then all of a sudden it's time to stuff those stockings!",negative,-0.601553
I'm emailing you today to tell you take a step back and breathe.,positive,0.302356
Feel better?,positive,0.546967
"Good, because now I'm going to ask you to add one more thing to your &ldquo;to-do&rdquo; list this Fall: sign up for health insurance.",positive,0.720783
"Yup, it's that time of year again.",positive,0.660345
"Open enrollment for 2015 health insurance plans throughCovered Californiabegins next Saturday, November 15, 2014, and ends February 15, 2015.",neutral,None
"If you or someone you know doesn't have health care coverage right now, this is your opportunity to get the security and peace of mind that comes from being insured, whether it is through Covered California or Medi-Cal.",positive,0.474674
"I want to make sure you are able to enroll in the best health insurance plan for you and your family, soI'm continuing my &ldquo;Enroll OC&rdquo; initiative to connect Orange County residents with certified, in person bilingual health insurance enrollment services.",positive,0.864586
"Please join me next Saturday, November 15, 2014, from 1:00 p.m.",neutral,None
to 3:30 p.m.,neutral,None
"at the Plaza Santa Ana on the northwest corner of 4th &amp; French St in Downtown Santa Ana to kick off Covered California open enrollment season with fun, information and enrollment services.",positive,0.651909
"Hope to see you there,Loretta SanchezMember of CongressPrivacy Policy|Unsubscribe",neutral,None
