"Dear Friend,Last week, President Obama addressed the nation on ISIL (Islamic State of Iraq and the Levant) and how the U.S.",neutral,None
will respond to this growing threat.,negative,-0.548061
"As a member of the Armed Services Committee, I am deeply concerned by the danger this terrorist group poses to our country and our allies in the Middle East.",negative,-0.697442
"Their acts of extreme brutality, including their beheading of two American journalists, show they are an organization that has the resources to pose a real threat to our national security.",negative,-0.633371
Never before has a terrorist organization gained control of so much territory or resources in such a short period of time.,negative,-0.482499
"With the gains it has made, ISIL has the ability to take its gruesome tactics beyond Iraq and Syria, further destabilizing the region.",negative,-0.470012
This is why I stand by the President's decision to work with our allies and expand support for those fighting against ISIL.,neutral,None
"By providing air support and training, the United States and its allies can significantly degrade ISIL.",neutral,None
It is critical that our country learn from past mistakes and does not go about this alone.,negative,-0.723906
There must be a strong coalition including regional allies to dismantle ISIL and create a political environment that empowers local populations and minority groups.,neutral,None
I will be keeping in close contact with the White House.,positive,0.325394
"If the President intends to extend this campaign beyond what he outlined last week, he has an obligation to come before Congress for proper authorization.",neutral,None
I look forward to staying in touch with you as these events unfold.,positive,0.773349
"As always, should you have any questions or if there is anything I can do for you, please contact my office.",neutral,None
"Andr&eacute; Inside Scoop: Improving Indy's TransportationAfter months of hard work, I am proud to announce that the Department of Transportation recently awarded Indianapolis a $2 million Transportation Investment Generating Economic Recovery (TIGER) grant.",positive,0.537743
"This grant will be used to assist IndyGo and the City of Indianapolis with the next phases of development, environmental analysis and preliminary engineering for the city's Red Line.",positive,0.298645
"This 28-mile transit spine is planned to run from Grand Park in Westfield through downtown Indianapolis to Old Town Greenwood, increasing transit options for Central Indiana residents.",neutral,None
"Additionally, the planning grant will look at vastly improving local bus service, by adding express and circular routes to growing suburban areas, in addition to five new rapid transit lines.",positive,0.785241
"TIGER grants began in 2009 to help cities invest in road, rail, transit and port projects that promise to achieve national objectives.",positive,0.49172
"My office helped secure Indy's TIGER Grant by sending a letter of support urging appropriators to continue funding the program, as well as, Secretary of Transportation Anthony Foxx, in support of Indianapolis' grant application.",positive,0.93461
"UnsubscribePrivacy PolicyWashington Office2453 Rayburn HOBWashington, D.C.",neutral,None
20515-1407Phone: 202-225-4011Fax: 202-225-5633District Office300 E Fall Creek Pkwy N Dr.,neutral,None
"Suite 300Indianapolis, IN 46205-4258Phone: 317-283-6516Fax: 317-283-6567",positive,0.308773
